organ,id,rdfs_label,name,b_type
lung,HGNC:6024,interleukin 7 receptor,CD127,protein
lung,HGNC:1678,CD4 molecule,CD4,gene
lung,HGNC:1694,CD69 molecule,CD69,gene
lung,HGNC:1681,CD44 molecule (Indian blood group),CD44,gene
lung,HGNC:1694,CD69 molecule,CD69,protein
lung,HGNC:6106,forkhead box P3,FOXP3,gene
lung,HGNC:2505,cytotoxic T-lymphocyte associated protein 4,CTLA4,gene
lung,HGNC:11918,TNF receptor superfamily member 4,TNFRSF4,gene
lung,HGNC:23527,fibronectin type III and ankyrin repeat domains 1,FANK1,gene
lung,HGNC:6106,forkhead box P3,FOXP3,protein
lung,HGNC:2505,cytotoxic T-lymphocyte associated protein 4,CTLA4,protein
lung,HGNC:11918,TNF receptor superfamily member 4,TNFRSF4,protein
lung,HGNC:1707,CD8b molecule,CD8B,gene
lung,HGNC:7553,"MYC proto-oncogene, bHLH transcription factor",MYC,gene
lung,HGNC:17493,geminin DNA replication inhibitor,GMNN,gene
lung,HGNC:1706,CD8a molecule,CD8A,protein
lung,HGNC:1707,CD8b molecule,CD8B,protein
lung,HGNC:1706,CD8a molecule,CD8A,gene
lung,HGNC:1674,CD3e molecule,CD3e,gene
lung,HGNC:1673,CD3d molecule,CD3D,gene
lung,HGNC:7881,notch receptor 1,NOTCH1,gene
lung,HGNC:6134,integrin subunit alpha 1,ITGA1,gene
lung,HGNC:6147,integrin subunit alpha E,ITGAE,gene
lung,HGNC:6147,integrin subunit alpha E,ITGAE,protein
lung,HGNC:6134,integrin subunit alpha 1,CD49a / ITGA1,protein
lung,HGNC:1681,CD44 molecule (Indian blood group),CD44,protein
lung,HGNC:6373,killer cell lectin like receptor B1,KLRB1,gene
lung,HGNC:9360,perforin 1,PRF1,gene
lung,HGNC:6380,killer cell lectin like receptor G1,KLRG1,gene
lung,HGNC:11784,thrombomodulin,CD141,gene
lung,HGNC:4948,"major histocompatibility complex, class II, DR beta 1",HLA-DRB1,gene
lung,HGNC:26705,C-type lectin domain containing 9A,CLEC9A,gene
lung,HGNC:5951,cell adhesion molecule 1,CADM1,gene
lung,HGNC:3765,fms related receptor tyrosine kinase 3,FLT3,gene
lung,HGNC:11784,thrombomodulin,THBD,protein
lung,HGNC:1625,X-C motif chemokine receptor 1,XCR1,protein
lung,HGNC:26705,C-type lectin domain containing 9A,CLEC9A,protein
lung,HGNC:1636,CD1c molecule,CD1c,gene
lung,HGNC:16916,C-type lectin domain containing 10A,CLEC10A,gene
lung,HGNC:3618,Fc fragment of IgG receptor IIb,FCGR2B,gene
lung,HGNC:9662,signal regulatory protein alpha,SIRPACD172a,gene
lung,HGNC:1636,CD1c molecule,CD1c,protein
lung,HGNC:9662,signal regulatory protein alpha,SIRPA,protein
lung,HGNC:10617,C-C motif chemokine ligand 19,CCL19,gene
lung,HGNC:6472,ladinin 1,LAD1,gene
lung,HGNC:6012,interleukin 3 receptor subunit alpha,IL3RA,gene
lung,HGNC:13258,C-type lectin domain family 4 member C,CLEC4C,gene
lung,HGNC:8004,neuropilin 1,NRP1,gene
lung,HGNC:4540,C-X-C motif chemokine receptor 3,CXCR3,gene
lung,HGNC:7315,membrane spanning 4-domains A1,MS4A1,gene
lung,HGNC:18233,B cell scaffold protein with ankyrin repeats 1,BANK1,gene
lung,HGNC:14236,derlin 3,DERL3,gene
lung,HGNC:30125,marginal zone B and B1 cell specific protein,MZB1,gene
lung,HGNC:10658,syndecan 1,SDC1,gene
lung,HGNC:1667,CD38 molecule,CD38,gene
lung,HGNC:7315,membrane spanning 4-domains A1,CD20,protein
lung,HGNC:1633,CD19 molecule,CD19,protein
lung,HGNC:1698,CD79a molecule,CD79A,gene
lung,HGNC:1643,CD22 molecule,CD22,gene
lung,HGNC:1633,CD19 molecule,CD19,gene
lung,HGNC:7315,membrane spanning 4-domains A1,MS4A1,protein
lymph_nodes,HGNC:130,ACTA2,ACTA2,gene
lymph_nodes,HGNC:2197,COL1A1,COL1A1,gene
lymph_nodes,HGNC:2201,COL3A1,COL3A1,gene
lymph_nodes,HGNC:2197,COL1A1,Collagen I,protein
lymph_nodes,HGNC:2201,COL3A1,Collagen III,protein
lymph_nodes,HGNC:3327,ELN,Elastin,protein
lymph_nodes,HGNC:2770,DES,Desmin,protein
lymph_nodes,HGNC:130,ACTA2,Smooth Muscle Actin,protein
lymph_nodes,HGNC:12692,VIM,Vimentin,protein
lymph_nodes,HGNC:1527,CAV1,CAV1,gene
lymph_nodes,HGNC:10612,CCL14,CCL14,gene
lymph_nodes,HGNC:1662,CD34,CD34,gene
lymph_nodes,HGNC:1697,CD74,CD74,gene
lymph_nodes,HGNC:1641,CD209,CD209,gene
lymph_nodes,HGNC:30455,CD300LG,CD300LG,gene
lymph_nodes,HGNC:4035,ACKR1,DARC,gene
lymph_nodes,HGNC:16041,EMCN,EMCN,gene
lymph_nodes,HGNC:17474,ESAM,ESAM,gene
lymph_nodes,HGNC:5344,ICAM1,ICAM1,gene
lymph_nodes,HGNC:14686,JAM2,JAM2,gene
lymph_nodes,HGNC:4947,HLA-DRA,HLA-DRA,gene
lymph_nodes,HGNC:4948,HLA-DRB1,HLA-DRB1,gene
lymph_nodes,HGNC:4938,HLA-DPA1,HLA-DPA1,gene
lymph_nodes,HGNC:4940,HLA-DPB1,HLA-DPB1,gene
lymph_nodes,HGNC:6895,MARCO,MARCO,gene
lymph_nodes,HGNC:13635,PLVAP,PLVAP,gene
lymph_nodes,HGNC:9707,NECTIN2,PVRL2,gene
lymph_nodes,HGNC:11220,SPARCL1,SPARCL1,gene
lymph_nodes,HGNC:8823,PECAM1,CD31,protein
lymph_nodes,HGNC:1662,CD34,CD34,protein
lymph_nodes,HGNC:1689,CD59,CD59,protein
lymph_nodes,HGNC:3349,"ENG, endoglin",CD105,protein
lymph_nodes,HGNC:1764,CDH5,CD144,protein
lymph_nodes,HGNC:29602,PDPN,Podoplanin,protein
lymph_nodes,HGNC:9459,PROX1,PROX-1,protein
lymph_nodes,HGNC:8803,PDGFRA,PDGFRalpha+,gene
lymph_nodes,HGNC:8804,PDGFRB,PDGFRbeta+,gene
lymph_nodes,HGNC:8803,PDGFRA,PDGFRalpha,protein
lymph_nodes,HGNC:8804,PDGFRB,PDGFRbeta,protein
lymph_nodes,HGNC:1611,ACKR4,ACKR4,gene
lymph_nodes,HGNC:8051,NUDT4,NUDT4,gene
lymph_nodes,HGNC:8021,NT5E,NT5E,gene
lymph_nodes,HGNC:1611,ACKR4,ACKR4,protein
lymph_nodes,HGNC:1527,CAV1,CAV1,protein
lymph_nodes,HGNC:9666,PTPRC,CD45,protein
lymph_nodes,HGNC:8021,NT5E,CD73,protein
lymph_nodes,HGNC:8514,CLDN11,Claudin11,protein
lymph_nodes,HGNC:14687,LYVE1,Lyve1,protein
lymph_nodes,HGNC:6895,MARCO,MARCO,protein
lymph_nodes,HGNC:7035,MFAP4,MFAP4,protein
lymph_nodes,HGNC:9459,PROX 1,Prox-1,protein
lymph_nodes,HGNC:11924,TNFRSF9,TNFRSF9,protein
lymph_nodes,HGNC:1678,CD4,CD4,gene
lymph_nodes,HGNC:1628,CD14,CD14,gene
lymph_nodes,HGNC:6152,ITGAX,ITGAX,gene
lymph_nodes,HGNC:1678,CD4,CD4,protein
lymph_nodes,HGNC:6152,ITGAX,CD11c,protein
lymph_nodes,HGNC:1628,CD14,CD14,protein
lymph_nodes,HGNC:1693,CD68,CD68,protein
lymph_nodes,HGNC:1631,CD163,CD163,protein
lymph_nodes,HGNC:11127,SIGLEC1,CD169,protein
lymph_nodes,HGNC:7228,MRC1,CD206,protein
lymph_nodes,HGNC:1641,CD209,DC-SIGN,protein
lymph_nodes,HGNC:10639,CXCL13,CXCL13,gene
lymph_nodes,HGNC:3357,ENPP2,ENPP2,gene
lymph_nodes,HGNC:11926,TNFSF11,TNFSF11,gene
lymph_nodes,HGNC:10639,CXCL13,CXCL13,protein
lymph_nodes,HGNC:9459,PROX1,Prox-1,protein
lymph_nodes,HGNC:10619,CCL20,CCL20,gene
lymph_nodes,HGNC:4602,CXCL1,CXCL1,gene
lymph_nodes,HGNC:10642,CXCL5,CXCL5,gene
lymph_nodes,HGNC:6740,LYZ,LYZ,gene
lymph_nodes,HGNC:11924,TNFRSF9,TNFRSF9,gene
lymph_nodes,HGNC:11801,THY1,THY1,gene
lymph_nodes,HGNC:1709,CD9,CD9,protein
lymph_nodes,HGNC:8514,CLDN11,Claudin 11,protein
lymph_nodes,HGNC:5344,ICAM1,ICAM-1,protein
lymph_nodes,HGNC:17635,CD274,PDL1,protein
lymph_nodes,HGNC:14687,LYVE1,LYVE1,gene
lymph_nodes,HGNC:7035,MFAP4,MFAP4,gene
lymph_nodes,HGNC:8253,PECAM1,CD31,protein
lymph_nodes,HGNC:14687,LYVE1,Lyve-1,protein
lymph_nodes,HGNC:3763,FLT1,Flt1,protein
lymph_nodes,HGNC:2336,CR2,CR2,gene
lymph_nodes,HGNC:3614,FCGR1B,FCGRB,gene
lymph_nodes,HGNC:6765,MADCAM1,MADCAM1,gene
lymph_nodes,HGNC:7036,MFGE8,MFGE8,gene
lymph_nodes,HGNC:12663,VCAM1,VCAM1,gene
lymph_nodes,HGNC:2336,CR2,CD21,protein
lymph_nodes,HGNC:3618,FCGR2B,CD32,protein
lymph_nodes,HGNC:2334,CR1,CD35,protein
lymph_nodes,HGNC:1697,CD74,HLA-DR,protein
lymph_nodes,HGNC:12663,VCAM1,VCAM-1,protein
lymph_nodes,HGNC:1633,CD19,CD19,gene
lymph_nodes,HGNC:7315,MS4A1,MS4A1,gene
lymph_nodes,HGNC:5480,IGHD,IGHD,gene
lymph_nodes,HGNC:3612,FCER2,FCER2,gene
lymph_nodes,HGNC:10720,SELL,SELL,gene
lymph_nodes,HGNC:990,BCL2,BCL2,protein
lymph_nodes,HGNC:1636,CD1C,CD1c,protein
lymph_nodes,HGNC:7154,MME,CD10,protein
lymph_nodes,HGNC:7315,MS4A1,CD20,protein
lymph_nodes,HGNC:3612,FCER2,CD23,protein
lymph_nodes,HGNC:11922,CD27,CD27,protein
lymph_nodes,HGNC:1667,CD38,CD38,protein
lymph_nodes,HGNC:9666,PTPRC,CD45RA,protein
lymph_nodes,HGNC:5480,IGHD,IgD,protein
lymph_nodes,HGNC:24692,FCAMR,IgM,protein
lymph_nodes,HGNC:1633,CD19,CD19,protein
lymph_nodes,HGNC:9666,PTPRC,CD45RO,protein
lymph_nodes,HGNC:1698,CD79A,CD79a,protein
lymph_nodes,HGNC:6149,ITGAM,CD11b,protein
lymph_nodes,HGNC:3612,FCER2,FCER2A,gene
lymph_nodes,HGNC:1001,BCL6,BCL6,gene
lymph_nodes,HGNC:1703,CD83,CD83,gene
lymph_nodes,HGNC:7107,MKI67,Mki67,gene
lymph_nodes,HGNC:1001,BCL6,BCL6,protein
lymph_nodes,HGNC:1060,CXCR5,CXCR5,protein
lymph_nodes,HGNC:7107,MKI67,Ki67,protein
lymph_nodes,HGNC:1673,CD3D,CD3D,gene
lymph_nodes,HGNC:1060,CXCR5,CXCR5,gene
lymph_nodes,HGNC:6776,MAF,MAF,gene
lymph_nodes,HGNC:8760,PDCD1,PDCD1,gene
lymph_nodes,HGNC:1675,CD3G,CD3,protein
lymph_nodes,HGNC:11935,CD40LG,CD40L,protein
lymph_nodes,HGNC:921,B3GAT1,CD57,protein
lymph_nodes,HGNC:1694,CD69,CD69,protein
lymph_nodes,HGNC:5351,ICOS,ICOS,protein
lymph_nodes,HGNC:8760,PDCD1,PD-1,protein
lymph_nodes,HGNC:6106,FOXP3,FOXP3,gene
lymph_nodes,HGNC:6008,IL2RA,IL2RA,gene
lymph_nodes,HGNC:6008,IL2RA,CD25,protein
lymph_nodes,HGNC:6106,FOXP3,FOXP3,protein
lymph_nodes,HGNC:11219,SPARC,SPARC,protein
lymph_nodes,HGNC:1667,CD38,CD38,gene
lymph_nodes,HGNC:6119,IRF4,IRF4,gene
lymph_nodes,HGNC:9346,PRDM1,PRDM1,gene
lymph_nodes,HGNC:10658,SDC1,SDC1,gene
lymph_nodes,HGNC:1667,CD38,CD38+,protein
lymph_nodes,HGNC:10658,SDC1,CD138,protein
lymph_nodes,HGNC:2561,CXCR4,CXCR4,protein
lymph_nodes,HGNC:6119,IRF4,IRF4,protein
lymph_nodes,HGNC:13203,AICDA,AICDA,gene
lymph_nodes,HGNC:11922,CD27,CD27,gene
lymph_nodes,HGNC:2561,CXCR4,CXCR4,gene
lymph_nodes,HGNC:1001,BCL6,BCL6+,protein
lymph_nodes,HGNC:7107,MKI67,Ki67+,protein
lymph_nodes,HGNC:6642,LMO2,LMO2,protein
lymph_nodes,HGNC:10672,CXCL12,CXCL12,gene
lymph_nodes,HGNC:10672,CXCL12,CXCL12,protein
lymph_nodes,HGNC:1608,CCR7,CCR7,gene
lymph_nodes,HGNC:1608,CCR7,CCR7,protein
lymph_nodes,HGNC:1706,CD8A,CD8,protein
lymph_nodes,HGNC:1653,CD28,CD28,protein
lymph_nodes,HGNC:16647,CXCR6,CXCR6,gene
lymph_nodes,HGNC:6134,ITGA1,ITGA1,gene
lymph_nodes,HGNC:6024,IL7R,IL7R,gene
lymph_nodes,HGNC:5361,ID2,ID2,gene
lymph_nodes,HGNC:1605,CCR4,CCR4,protein
lymph_nodes,HGNC:1607,CCR6,CCR6,protein
lymph_nodes,HGNC:4540,CXCR3,CXCR3,protein
lymph_nodes,HGNC:11599,TBX21,T-bet,protein
lymph_nodes,HGNC:4502,PTGDR2,CRTH2,protein
lymph_nodes,HGNC:4172,GATA3,GATA-3,protein
lymph_nodes,HGNC:1607,CCR6,CCR6,gene
lymph_nodes,HGNC:6373,KLRB1,CD161,protein
lymph_nodes,HGNC:10260,RORC,RORC2,protein
lymph_nodes,HGNC:2505,CTLA4,CTLA4,gene
lymph_nodes,HGNC:1706,CD8A,CD8A,gene
lymph_nodes,HGNC:4709,GZMB,GZMB,gene
lymph_nodes,HGNC:4711,GZMK,GZMK,gene
lymph_nodes,HGNC:4709,GZMB,Granzyme B,protein
lymph_nodes,HGNC:9360,PRF1,Perforin,protein
lymph_nodes,HGNC:11802,TIA1,TIA-1,protein
lymph_nodes,HGNC:6378,KLRD1,KLRD1,gene
lymph_nodes,HGNC:1674,CD3E,CD3e,protein
lymph_nodes,HGNC:3619,FCGR3A,CD16,protein
lymph_nodes,HGNC:7656,NCAM1,CD56,protein
lymph_nodes,HGNC:11935,B3GAT1,CD57,protein
lymph_nodes,HGNC:6378,KLRD1,CD94,protein
lymph_nodes,HGNC:6342,KIT,CD117,protein
lymph_nodes,HGNC:6024,IL7R,CD127,protein
lymph_nodes,HGNC:4234,GEM,KIR,protein
lymph_nodes,HGNC:6374,KLRC1,NKG2A,protein
lymph_nodes,HGNC:18788,KLRK1,NKG2D,protein
lymph_nodes,HGNC:10617,CCL19,CCL19,gene
lymph_nodes,HGNC:10620,CCL12,CCL21,gene
lymph_nodes,HGNC:6023,IL7,IL7,gene
lymph_nodes,HGNC:10617,CCL19,CCL19,protein
lymph_nodes,HGNC:10620,CCL21,CCL21,protein
lymph_nodes,HGNC:11919,CD40,CD40,gene
lymph_nodes,HGNC:11919,CD40,CD40,protein
lymph_nodes,HGNC:1700,CD80,CD80,protein
lymph_nodes,HGNC:1703,CD83,CD83,protein
lymph_nodes,HGNC:1705,CD86,CD86,protein
lymph_nodes,HGNC:1636,CD1C,CD1C,gene
lymph_nodes,HGNC:16916,CLEC10A,CLEC10A,gene
lymph_nodes,HGNC:1705,CD86,CD86,gene
lymph_nodes,HGNC:9662,SIRPA,SIRPa,protein
lymph_nodes,HGNC:24591,CLEC4G,CLEC4G,gene
lymph_nodes,HGNC:13523,CLEC4M,CLEC4M,gene
lymph_nodes,HGNC:1641,CD209,CD209,protein
lymph_nodes,HGNC:5344,ICAM1,ICAM1,protein
lymph_nodes,HGNC:18629,STAB2,STAB2,protein
lymph_nodes,CCL21,HGNC:10617,CCL19,gene
lymph_nodes,IL7,HGNC:10620,CCL12,gene
lymph_nodes,,HGNC:6023,IL7,gene
lymph_nodes,HGNC:6012,IL3RA,CD123,protein
lymph_nodes,HGNC:2203,COL4A2,Collagen IV,protein
lymph_nodes,HGNC:29909,NTAN1,PNAd,protein
lymph_nodes,HGNC:130,ACTA2,Smooth Actin Muscle,protein
lymph_nodes,HGNC:6012,IL3RA,IL3RA,gene
lymph_nodes,HGNC:13258,CLEC4C,CLEC4C,gene
lymph_nodes,HGNC:5713,JCHAIN,IGJ,gene
lymph_nodes,HGNC:13258,CLEC4C,CD303,protein
lymph_nodes,HGNC:11634,TCF4,TCF4,protein
lymph_nodes,HGNC:1625,XCR1,XCR1,gene
lymph_nodes,HGNC:5951,CADM1,CADM1,gene
lymph_nodes,HGNC:26705,CLEC9A,CLEC9A,gene
lymph_nodes,HGNC:28915,BATF3,BATF3,gene
lymph_nodes,HGNC:6059,IDO1,IDO1,gene
lymph_nodes,HGNC:500,ANPEP,CD13,protein
lymph_nodes,HGNC:11784,THBD,CD141+,protein
lymph_nodes,HGNC:10489,S100A12,S100,protein
lymph_nodes,HGNC:12253,TRDC,TRDC,gene
lymph_nodes,HGNC:12271,TRG,TCRgamma/delta,protein
lymph_nodes,,,NKG2A,protein
lymph_nodes,,,NKG2D,protein
lymph_nodes,HGNC:6342,KIT,KIT,gene
lymph_nodes,HGNC:7316,MS4A2,MS4A2,gene
lymph_nodes,HGNC:12019,TPSAB1,TPSAB1,gene
lymph_nodes,HGNC:14120,TPSB2,TPSB2,gene
lymph_nodes,HGNC:12019,TPSAB1,Tryptase,protein
lymph_nodes,HGNC:5541,IGHM,IGHM,gene
lymph_nodes,HGNC:13203,AICDA,AID,protein
lymph_nodes,HGNC:1678,"CD4, CD8A",CD4+/- or CD8,protein
lymph_nodes,HGNC:17635,CD274,PD-L1,protein
lymph_nodes,HGNC:7656,NCAM1,NCAM1,gene
lymph_nodes,HGNC:12513,UCHL1,UCHL1,gene
lymph_nodes,HGNC:12513,UCHL1,UCHL1,protein
lymph_nodes,HGNC:4279,GJA5,CX40,protein
lymph_nodes,HGNC:16041,EMCN,Endomucin,protein
lymph_vasculature,HGNC:3767,FLT4,FLT4 (VEGFR-3),gene
main-bronchus,HGNC:2198,collagen type I alpha 2 chain,COL1A2,gene
main-bronchus,HGNC:2705,decorin,DCN,gene
main-bronchus,HGNC:7035,microfibril associated protein 4,MFAP4,gene
main-bronchus,HGNC:130,"actin alpha 2, smooth muscle",ACTA2,gene
main-bronchus,HGNC:2770,desmin,DES,gene
main-bronchus,HGNC:2155,calponin 1,CNN1,gene
main-bronchus,HGNC:7569,myosin heavy chain 11,MYH11,gene
main-bronchus,HGNC:9080,phospholamban,PLN,gene
main-bronchus,HGNC:19719,leucine rich repeat containing G protein-coupled receptor 6,LGR6,gene
main-bronchus,HGNC:16122,family with sequence similarity 83 member D,FAM83D,gene
main-bronchus,HGNC:130,"actin alpha 2, smooth muscle",ACTA2,protein
main-bronchus,HGNC:11553,transgelin,TAGLN,protein
main-bronchus,HGNC:19719,leucine rich repeat containing G protein-coupled receptor 6,LGR6,protein
main-bronchus,HGNC:2155,calponin 1,CNN1,protein
main-bronchus,HGNC:1748,CDH1,CDH1,gene
main-bronchus,HGNC:11529,EPCAM,EPCAM,gene
main-bronchus,HGNC:3318,E74 like ETS transcription factor 3,ELF3,gene
main-bronchus,HGNC:4027,FXYD domain containing ion transport regulator 3,FXYD3,gene
main-bronchus,HGNC:20657,tetraspanin 1,TSPAN1,gene
main-bronchus,HGNC:3816,forkhead box J1,FOXJ1,gene
main-bronchus,HGNC:15467,dynein light chain roadblock-type 2,DYNLRB2,gene
main-bronchus,HGNC:12371,radial spoke head component 1,RSPH1,gene
main-bronchus,HGNC:1748,e-cadherin,CDH1,protein
main-bronchus,HGNC:3816,forkhead box J1,FOXJ1,protein
main-bronchus,HGNC:20766,tubulin alpha 1a,TUBA1A,protein
main-bronchus,HGNC:15749,BPI Fold Containing Family A Member 1,BPIFA1,gene
main-bronchus,HGNC:7076,MIA SH3 domain containing,MIA,gene
main-bronchus,HGNC:409,aldehyde dehydrogenase 1 family member A3,ALDH1A3,gene
main-bronchus,HGNC:9867,retinoic acid receptor responder 1,RARRES1,gene
main-bronchus,HGNC:15749,BPI Fold Containing Family A Member 1,BPIFA1,protein
main-bronchus,HGNC:8968,polymeric immunoglobulin receptor,PIGR,gene
main-bronchus,HGNC:6740,lysozyme,LYZ,gene
main-bronchus,HGNC:6678,lactoperoxidase,LPO,gene
main-bronchus,HGNC:6720,lactotransferrin,LTF,gene
main-bronchus,HGNC:6740,lysozyme,LYZ,protein
main-bronchus,HGNC:6720,lactotransferrin,LTF,protein
main-bronchus,HGNC:7516,"mucin 5B, oligomeric mucus/gel-forming",MUC5B,gene
main-bronchus,HGNC:17257,SAM pointed domain containing ETS transcription factor,SPDEF,gene
main-bronchus,HGNC:328,"anterior gradient 2, protein disulphide isomerase family member",AGR2,gene
main-bronchus,HGNC:7516,"mucin 5B, oligomeric mucus/gel-forming",MUC5B,protein
main-bronchus,HGNC:17257,SAM pointed domain containing ETS transcription factor,SPDEF,protein
main-bronchus,HGNC:6416,keratin 14,KRT14,gene
main-bronchus,HGNC:6442,keratin 5,KRT5,gene
main-bronchus,HGNC:15979,tumor protein p63,TP63,protein
main-bronchus,HGNC:15979,tumor protein p63,TP63,gene
main-bronchus,HGNC:3800,forkhead box C1,FOXC1,gene
main-bronchus,HGNCL2514,catenin beta 1,CTNNB1,gene
main-bronchus,HGNC:6442,keratin 5,KRT5,protein
main-bronchus,HGNC:3800,forkhead box C1,FOXC1,protein
main-bronchus,HGNC:6416,keratin 14,KRT14,protein
main-bronchus,HGNC:2200,collagen type II alpha 1 chain,COL2A1,gene
main-bronchus,HGNC:2200,collagen type II alpha 1 chain,COL2A1,protein
main-bronchus,HGNC:2213,collagen type VI alpha 3 chain,COL6A3,gene
main-bronchus,HGNC:3600,fibulin 1,FBLN1,gene
main-bronchus,HGNC:6724,lumican,LUM,gene
main-bronchus,HGNC:11204,SRY-box transcription factor 9,SOX9,protein
main-bronchus,HGNC:740,achaete-scute family bHLH transcription factor 3,ASCL3,gene
main-bronchus,HGNC:3815,forkhead box I1,FOXI1,gene
main-bronchus,HGNC:16512,barttin CLCNK type accessory subunit beta,BSND,gene
main-bronchus,HGNC:2027,chloride voltage-gated channel Kb,CLCNKB,gene
main-bronchus,HGNC:1884,cystic fibrosis transmembrane conductance regulator,CFTR,protein
main-bronchus,HGNC:738,achaete-scute family bHLH transcription factor 1,ASCL1,gene
main-bronchus,HGNC:4605,gastrin releasing peptide,GRP,gene
main-bronchus,HGNC:1929,chromogranin A,CHGA,gene
main-bronchus,HGNC:1437,calcitonin related polypeptide alpha,CALCA,gene
main-bronchus,HGNC:1437,calcitonin related polypeptide alpha,CALCA,protein
main-bronchus,HGNC:4605,gastrin releasing peptide,GRP,protein
main-bronchus,HGNC:1757,cadherin 18,CDH18,protein
main-bronchus,HGNC:8008,neurexin 1,NRXN1,protein
main-bronchus,HGNC:7809,nerve growth factor receptor,NGFR,gene
main-bronchus,HGNC:6436,keratin 19,KRT19,gene
main-bronchus,HGNC:7883,notch receptor 3,NOTCH3,gene
main-bronchus,HGNC:6441,keratin 4,KRT4,protein
main-bronchus,HGNC:20771,tubulin beta 4B class IVb,TUBB4B,gene
main-bronchus,HGNC:2943,dynein axonemal heavy chain 12,DNAH12,gene
main-bronchus,HGNC:26308,cadherin related family member 3,CDHR3,protein
main-bronchus,HGNC:34527,cadherin related family member 4,CDHR4,protein
main-bronchus,HGNC:19864,POU class 2 homeobox 3,POU2F3,gene
main-bronchus,HGNC:739,achaete-scute family bHLH transcription factor 2,ASCL2,gene
main-bronchus,HGNC:14323,transient receptor potential cation channel subfamily M member 5,TRPM5,gene
main-bronchus,HGNC:2700,doublecortin like kinase 1,DCLK1,gene
main-bronchus,HGNC:19864,POU class 2 homeobox 3,POU2F3,protein
main-bronchus,HGNC:2700,doublecortin like kinase 1,DCLK1,protein
main-bronchus,HGNC:14323,transient receptor potential cation channel subfamily M member 5,TRPM5,protein
main-bronchus,HGNC:26344,deuterosome assembly protein 1,DEUP1,gene
main-bronchus,HGNC:21399,forkhead box N4,FOXN4,gene
main-bronchus,HGNC:24222,cell division cycle 20B,CDC20B,gene
main-bronchus,HGNC:12441,thymidylate synthetase,TYMS,gene
main-bronchus,HGNC:7515,"mucin 5AC, oligomeric mucus/gel-forming",MUC5AC,gene
main-bronchus,HGNC:11756,trefoil factor 2,TFF2,gene
main-bronchus,HGNC:328,"anterior gradient 2, protein disulphide isomerase family member",AGR2,protein
main-bronchus,HGNC:7515,"mucin 5AC, oligomeric mucus/gel-forming",MUC5AC,protein
main-bronchus,HGNC:16438,solute carrier family 4 member 11,SLC4A11,protein
main-bronchus,HGNC:8659,protocadherin 7,PCDH7,protein
main-bronchus,HGNC:7809,nerve growth factor,NGFR,protein
main-bronchus,HGNC:12338,transient receptor potential cation channel subfamily C member 6,TRPC6,protein
main-bronchus,HGNC:2047,claudin 5,CLDN5,gene
main-bronchus,HGNC:7884,NOTCH4,NOTCH4,gene
main-bronchus,HGNC:19832,C-type lectin domain containing 14A,CLEC14A,gene
main-bronchus,HGNC:35454,endothelial cell surface expressed chemotaxis and apoptosis regulator,ECSCR,gene
main-bronchus,HGNC:3227,ephrin B2,EFNB2,gene
main-bronchus,HGNC:4279,gap junction protein alpha 5,GJA5,gene
main-bronchus,HGNC:5472,insulin like growth factor binding protein 3,IGFBP3,gene
main-bronchus,HGNC:1079,BMX non-receptor tyrosine kinase,BMX,gene
main-bronchus,HGNC:2892,dickkopf WNT signaling pathway inhibitor 2,DKK2,gene
main-bronchus,HGNC:8823,platelet endothelial cell adhesion molecule,PECAM1,protein
main-bronchus,HGNC:12726,von Willebrand factor,VWF,protein
main-bronchus,HGNC:3227,ephrin B2,EFNB2,protein
main-bronchus,HGNC:4881,hes related family bHLH transcription factor with YRPW motif 2,HEY2,gene
main-bronchus,HGNC:8033,neurotrophic receptor tyrosine kinase 3,NTRK3,gene
main-bronchus,HGNC:6143,integrin subunit alpha 7,ITGA7,gene
main-bronchus,HGNC:6143,integrin subunit alpha 7,ITGA7,protein
main-bronchus,HGNC:8033,neurotrophic receptor tyrosine kinase 3,NTRK3,protein
main-bronchus,HGNC:3395,EPH receptor B4,EPHB4,gene
main-bronchus,HGNC:7976,nuclear receptor subfamily 2 group F member 2,NR2F2,gene
main-bronchus,HGNC:4035,atypical chemokine receptor 1 (Duffy blood group),ACKR1,gene
main-bronchus,HGNC:16041,endomucin,EMCN,protein
main-bronchus,HGNC:4035,atypical chemokine receptor 1 (Duffy blood group),ACKR1,protein
ovary,,,alkaline phosphatase,protein
ovary,,,acid phosphatase,protein
ovary,,,non-specific esterase,protein
ovary,HGNC:6065,inhibin subunit alpha,inhibin subunit alpha,protein
ovary,HGNC:6066,inhibin subunit beta A,inhibin subunit beta A,protein
ovary,HGNC:6067,inhibin subunit beta B,inhibin subunit beta B,protein
ovary,HGNC:6068,inhibin subunit beta C,inhibin subunit beta C,protein
