source_id,source_rdfs_label,source_name,source_type,relationship,target_id,target_rdfs_label,target_name,target_type
FMA:44968,dorsal digital branch of radial nerve to thumb,dorsal digital branch of radial nerve to thumb,AS,part_of,FMA:44956,superficial branch of radial nerve,superficial branch of radial nerve,AS
,,RP11-274H24.2,B,characterizes,,CBI_304 Cerebellar inhibitory Neuron of cerebellum,CBI_304,CT
HGNC:738,ASCL1,ASCL1,B,characterizes,CL:0009071,medullary thymic epithelial cell type 1,medullary thymic epithelial cell type 1,CT
HGNC:7176,,MMP9,B,characterizes,CL:0000775,neutrophil,neutrophil,CT
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,UBERON:0014692,superficial epigastric vein,superficial epigastric vein,AS
HGNC:12405,transthyretin,TTR,B,characterizes,,URL_312 Upper rhombic lip Neuron of gray matter of hindbrain,URL_312,CT
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,,,lateral proper plantar digital artery of third digit of foot,AS
,,shaft of radius of radius,AS,part_of,UBERON:0001423,radius bone,radius bone,AS
,,inferior vertebral notch of eleventh thoracic vertebra,AS,part_of,UBERON:0004635,thoracic vertebra 11,thoracic vertebra 11,AS
CL:1000322,pancreatic goblet cell,Pancreatic goblet cell,CT,located_in,UBERON:0014726,intercalated duct of pancreas,Intercalated duct,AS
,,non-articular facet of tubercle of sixth rib,AS,part_of,UBERON:0004606,rib 6,rib 6,AS
HGNC:53225,long intergenic non-protein coding RNA 2306,LINC02306,B,characterizes,,Splat_342 Splatter Neuron of cerebellum,Splat_342,CT
HGNC:1695,CD7,CD7,B,characterizes,CL:0002437,mature CD8 single-positive thymocyte,CD8+ T single positive thymocyte,CT
PCL:0015064,Inh L2-5 PVALB RPH3AL primary motor cortex GABAergic interneuron (Hsap),Inh L2-5 PVALB RPH3AL,CT,located_in,UBERON:0001384,Primary motor cortex,Primary motor cortex,AS
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,UBERON:0008446,flexor pollicis longus muscle,flexor pollicis longus muscle,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:69601,Lateral part of dorsal digital artery of great toe,lateral dorsal digital artery of first digit of foot,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:80160,nerve to obturator externus,nerve to obturator externus,AS
UBERON:0012419,tenia coli,tenia coli,AS,part_of,UBERON:0001156,ascending colon,ascending colon,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:68848,Trunk of left basal segmental artery,basal segmental arterial trunk of left lung,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,,,lateral proper plantar digital artery of second digit of foot,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:53365,marginal mandibular branch of facial nerve,marginal mandibular branch of facial nerve,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,,,pharyngeal trunk,AS
UBERON:0001216,jejunal vein,jejunal vein,AS,part_of,UBERON:0001138,superior mesenteric vein,superior mesenteric vein,AS
UBERON:0004634,thoracic vertebra 10,thoracic vertebra 10,AS,part_of,UBERON:0002347,thoracic vertebra,thoracic vertebra,AS
,,medial superior antimesenteric ovary,AS,part_of,,,medial superior ovary,AS
UBERON:0002015,kidney capsule,kidney capsule,AS,part_of,UBERON:0002113,kidney,kidney,AS
CL:0000775,neutrophil,neutrophil,CT,located_in,UBERON:0000178,Blood,Blood,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0003468,ureteric segment of renal artery,ureteric segment of renal artery,AS
CL:0002543,vein endothelial cell,endothelial cell,CT,located_in,UBERON:0002017,portal vein,portal vein,AS
FMA:20573,cutaneous branch of ilioinguinal nerve,cutaneous branch of ilioinguinal nerve,AS,part_of,FMA:16483,ilioinguinal nerve,ilioinguinal nerve,AS
FMA:16700,meningeal branch of third lumbar nerve,meningeal branch of third lumbar spinal nerve,AS,part_of,FMA:6414,third lumbar nerve,third lumbar spinal nerve,AS
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,UBERON:0035231,superficial middle cerebral vein,superficial middle cerebral vein,AS
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,FMA:44489,Plantar venous arch of foot,plantar venous arch,AS
CL:0000540,neuron,Dorsal Excitatory Neuron 9,CT,located_in,UBERON:0014638,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,AS
HGNC:3318,E74 like ETS transcription factor 3,ELF3,B,characterizes,CL:4033010,neuroendocrine cell of epithelium of lobar bronchus,neuroendocrine cell of epithelium of lobar bronchus,CT
,,shaft of second distal phalanx of foot,AS,part_of,UBERON:0004316,distal phalanx of pedal digit 2,distal phalanx of digit of foot 2,AS
CL:0000771,eosinophil,eosinophil,CT,located_in,UBERON:0000178,Blood,Blood,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:53225,communicating branch of lingual nerve with hypoglossal nerve,communicating branch of lingual nerve with hypoglossal nerve,AS
,Astro_54 Astrocyte Non-neuron of gray matter of forebrain,Astro_54,CT,located_in,UBERON:0019264,gray matter of forebrain,gray matter of forebrain,AS
,,Cytokeratin,B,characterizes,CL:0000077,mesothelial,mesothelial,CT
FMA:6646,Vesical nerve plexus,vesical plexus,AS,part_of,UBERON:0006690,deep dorsal vein of clitoris,deep dorsal vein of clitoris,AS
UBERON:0010990,transversospinales muscle,transversospinales muscle,AS,part_of,UBERON:0002324,muscle of back,back muscle,AS
HGNC:52588,long intergenic non-protein coding RNA 1798,LINC01798,B,characterizes,,Splat_340 Splatter Neuron of brain,Splat_340,CT
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,,,lobular artery of pancreas,AS
HGNC:130,ACTA2,"Actin, smooth muscle",B,characterizes,,,Activated stellate cell,CT
HGNC:8831,proenkephalin,PENK,B,characterizes,PCL:0015035,Inh L3-6 VIP ZIM2-AS1 primary motor cortex GABAergic interneuron (Hsap),Inh L3-6 VIP ZIM2-AS1,CT
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:43926,Lateral plantar artery,lateral plantar artery,AS
,VendV_17 Vascular Non-neuron of brain,VendV_17,CT,is_a,CL:4023072,brain vascular cell,brain vascular cell,CT
HGNC:5478,immunoglobulin heavy constant alpha 1,IGHA1,B,characterizes,CL:0000787,memory B cell,memory B cell,CT
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:43962,Fourth plantar metatarsal artery,fourth plantar metatarsal artery,AS
CL:0012000,astrocyte of the forebrain,astrocyte of the forebrain,CT,located_in,UBERON:0019264,gray matter of forebrain,gray matter of forebrain,AS
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,UBERON:0001639,hepatic portal vein,hepatic portal vein #2,AS
HGNC:11035,solute carrier family 4 member 9,SLC4A9,B,characterizes,CL:4030021,kidney connecting tubule beta-intercalated cell,Intercalated Cell Type B,CT
CL:0001035,bone cell,bone cell,CT,located_in,,,inferior articular process of ninth thoracic vertebra,AS
CL:1000348,basal cell of epithelium of trachea,basal cell of epithelium of trachea,CT,located_in,UBERON:0001901,epithelium of trachea,tracheal epithelium,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,UBERON:0001535,vertebral artery,vertebral artery,AS
UBERON:0006762,suspensory ligament of lens,ciliary zonules,AS,part_of,UBERON:0000965,lens,lens,AS
,,Middle muscle layer of Fallopian tube intramural segment,AS,part_of,,,muscle layer of oviduct intramural segment,AS
FMA:53377,branch of temporal branch of facial nerve to orbicularis oculi,branch of temporal branch of facial nerve to orbicularis oculi,AS,part_of,FMA:53291,temporal branch of facial nerve,temporal branch of facial nerve,AS
,,vertebral foramen of second cervical vertebra,AS,part_of,UBERON:0001093,vertebral bone 2,cervical vertebra 2,AS
HGNC:1706,CD8A,CD8,B,characterizes,CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",Naive CD8+ T Cell,CT
HGNC:24213,cartilage intermediate layer protein 2,CILP2,B,characterizes,PCL:0015011,Inh L2 PAX6 FREM2 primary motor cortex GABAergic interneuron (Hsap),Inh L2 PAX6 FREM2,CT
UBERON:0002644,intermediate orbital gyrus,posterior intermediate orbital gyrus,AS,part_of,UBERON:0016525,frontal lobe,frontal lobe,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,UBERON:0009654,alveolar artery,alveolar artery,AS
HGNC:1820,CEACAM8,CD66b,B,characterizes,CL:0000836,promyelocyte,promyelocyte,CT
CL:0001035,bone cell,bone cell,CT,located_in,,,neck of seventh rib,AS
HGNC:1674,CD3 epsilon subunit of T-cell receptor complex,CD3E,B,characterizes,,,CD4+ T cell resident memory,CT
FMA:53349,nerve to zygomaticus major,nerve to zygomaticus major,AS,part_of,FMA:53339,upper deep buccal branch of facial nerve,upper deep buccal branch of facial nerve,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:4735,Fourth anterior intercostal vein,anterior intercostal vein 4,AS
PCL:0015040,Inh L1-6 SST NPY primary motor cortex GABAergic interneuron (Hsap),Inh L1-6 SST NPY (Sst Chodl),CT,located_in,UBERON:0001384,Primary motor cortex,Primary motor cortex,AS
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,UBERON:0008712,stylohyoid muscle,stylohyoid muscle,AS
HGNC:5527,IGHG3,IgG3,B,characterizes,CL:0000786,plasma cell,plasma cell,CT
CL:0001035,bone cell,bone cell,CT,located_in,,,hypoglossal canal of basilar part of occipital bone,AS
HGNC:44222,NR2F2 antisense RNA 1,NR2F2-AS1,B,characterizes,,Misc_401 Miscellaneous Neuron of gray matter of forebrain,Misc_401,CT
CL:0000057,fibroblast,fibroblast,CT,located_in,UBERON:0009040,deep circumflex iliac artery,deep circumflex iliac artery,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,,,short branch of vasa recta of colon,AS
CL:0000129,microglial cell,Microglia,CT,located_in,UBERON:0030276,lumbar spinal cord ventral horn,lumbar spinal cord ventral horn,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:53325,deep buccal branch of facial nerve,deep buccal branch of facial nerve,AS
HGNC:4504,LGR5,LGR5,B,characterizes,,,hepatic progenitor cell,CT
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,UBERON:0005608,hyoid artery,infrahyoid artery,AS
CL:0000540,neuron,neuron,CT,located_in,UBERON:0001493,axillary nerve,axillary nerve,AS
CL:0000057,fibroblast,fibroblasts,CT,located_in,,,circular/longitudinal muscle,AS
UBERON:0001898,hypothalamus,hypothalamus,AS,part_of,UBERON:0019264,gray matter of forebrain,gray matter of forebrain,AS
UBERON:0000988,pons,pons,AS,part_of,UBERON:0019263,gray matter of hindbrain,gray matter of hindbrain,AS
CL:0001035,bone cell,bone cell,CT,located_in,UBERON:0011050,thoracic vertebra 8,thoracic vertebra 8,AS
,,MS4A1,B,characterizes,,,B cell,CT
FMA:53316,communicating branch of zygomatic branch of facial nerve with zygomaticofacial branch of zygomatic nerve,communicating branch of zygomatic branch of facial nerve with zygomaticofacial branch of zygomatic nerve,AS,part_of,FMA:53307,zygomatic branch of facial nerve,zygomatic branch of facial nerve,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:65653,meningeal branch of sixth cervical nerve,meningeal branch of sixth cervical nerve,AS
CL:0000540,neuron,Dorsal Excitatory Neuron 11,CT,located_in,UBERON:0014638,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,,,second common plantar digital artery,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:43926,Lateral plantar artery,lateral plantar artery,AS
HGNC:7315,MS4A1,CD20,B,characterizes,CL:0000787,memory B cell,Memory B Cell,CT
CL:0000540,neuron,neuron,CT,located_in,FMA:22049,labium majus branch of posterior labial nerve,labium majus branch of posterior labial nerve,AS
HGNC:633,aquaporin 1 (Colton blood group),AQP1,B,characterizes,,Astro_61 Astrocyte Non-neuron of brain,Astro_61,CT
,,dorsal part of intertransversarii laterales lumborum muscle,AS,part_of,,,intertransversarii laterales lumborum muscle,AS
CL:0001035,bone cell,bone cell,CT,located_in,,,shaft of first metatarsal bone,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:14342,Right ovarian vein,right ovarian vein,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,,,segmental branch of lobar artery of spleen,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:44830,nerve to flexor pollicis longus,branch of anterior interosseous nerve to flexor pollicis longus,AS
,,CTC-535M15.2,B,characterizes,,MGE_253 MGE interneuron Neuron of gray matter of forebrain,MGE_253,CT
,,superior articular process of ninth thoracic vertebra,AS,part_of,UBERON:0004633,thoracic vertebra 9,thoracic vertebra 9,AS
HGNC:11529,EPCAM,EPCAM,B,characterizes,CL:4033007,brush cell of epithelium of lobar bronchus,tuft cell,CT
HGNC:1764,,CDH5,B,characterizes,CL:1000413,endothelial cell of artery,endothelial cell,CT
UBERON:0001803,epithelium of lens,epithelial layer,AS,part_of,UBERON:0000965,lens of camera-type eye,lens,AS
,,mandibular foramen of mandible,AS,part_of,UBERON:0001684,mandible,mandible,AS
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,,,left crus of lumbar part of respiratory diaphragm muscle,AS
HGNC:4392,GNAS complex locus,GNAS,B,characterizes,,Splat_415 Splatter Neuron of brain,Splat_415,CT
UBERON:0001297,,serosa of the uterus,AS,part_of,,,left anterior body of uterus,AS
HGNC:4400,G protein subunit beta 3,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3,B,characterizes,CL:0000749,ON-bipolar cell,ON Bipolar cell,CT
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:10641,Anterior intercostal artery,anterior intercostal artery,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:15801,Medial inferior segmental tributary of middle hepatic vein,medial inferior segmental branch of middle hepatic vein,AS
FMA:12251,Right jugular lymphatic trunk,right jugular lymph trunk,AS,part_of,FMA:5832,Right lymphatic duct,right lymphatic duct,AS
HGNC:11784,THBD,CD141,B,characterizes,CL:1000413,endothelial cell of artery,Blood Endothelial Cells,CT
,Splat_413 Splatter Neuron of hypothalamus,Splat_413,CT,located_in,UBERON:0001898,hypothalamus,hypothalamus,AS
HGNC:9360,PRF1,Perforin,B,characterizes,CL:0000910,cytotoxic T cell,T Cytotoxic Cell,CT
HGNC:13635,PLVAP,PLVAP,B,characterizes,CL:0000071,blood vessel endothelial cell,blood endothelial cell,CT
UBERON:0006761,corneo-scleral junction,corneoscleral limbus,AS,part_of,UBERON:0002276,lamina of spiral limbus,lamina of spiral limbus,AS
,MGE_236 MGE interneuron Neuron of gray matter of forebrain,MGE_236,CT,is_a,CL:4023063,medial ganglionic eminence derived interneuron,MGE derived interneuron,CT
HGNC:2252,coronin 1A,CORO1A,B,characterizes,CL:0019015,lung parenchyma resident eosinophil,lung parenchyma resident eosinophil,CT
HGNC:500,ANPEP,CD13,B,characterizes,CL:0000942,thymic plasmacytoid dendritic cell,plasmacytoid dendritic cell,CT
UBERON:0001683,jugal bone,zygomatic bone,AS,part_of,UBERON:0008895,splanchnocranium,splanchnocranium,AS
HGNC:40401,NFIA antisense RNA 2,NFIA-AS2,B,characterizes,,DLCT6b_101 Deep-layer corticothalamic and 6b Neuron of cerebral cortex,DLCT6b_101,CT
UBERON:0009853,body of uterus,body of uterus,AS,part_of,UBERON:0000995,uterus,Uterus,AS
CL:1000412,endothelial cell of arteriole,endothelial cell of arteriole,CT,located_in,UBERON:0010401,spleen central arteriole,spleen central arteriole,AS
CL:4028006,adventitial fibroblast,adventitial fibroblast,CT,located_in,UBERON:0008870,pulmonary alveolar parenchyma,pulmonary alveolar parenchyma,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:3964,Pericardiacophrenic artery,percardiacophrenic artery,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0035529,left common iliac artery,left common iliac artery,AS
HGNC:10632,C-C motif chemokine ligand 5,CCL5,B,characterizes,CL:0000910,cytotoxic T cell,Cytotoxic T Cell,CT
HGNC:6152,ITGAX,CD11c-/,B,characterizes,CL:0000840,immature conventional dendritic cell,transitional Dendritic Cell (tDC),CT
,,shaft of third metacarpal bone,AS,part_of,UBERON:0003647,metacarpal bone of digit 3,metacarpal bone of digit 3,AS
HGNC:8038,neurotensin,NTS,B,characterizes,,Epen_66 Ependymal Non-neuron of gray matter of hindbrain,Epen_66,CT
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,UBERON:0001672,anterior cerebral vein,anterior cerebral vein,AS
CL:0000084,T cell,T lymphocytes,CT,located_in,UBERON:0002371,Bone marrow,Bone marrow,AS
FMA:53293,communicating branch of facial nerve with glossopharyngeal nerve,communicating branch of facial nerve with glossopharyngeal nerve,AS,part_of,UBERON:0001647,facial nerve,facial nerve,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,UBERON:0001395,thoraco-acromial artery,thoracoacromial artery,AS
HGNC:1706,CD8a molecule,CD8A,B,characterizes,CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell","naive thymus-derived CD8-positive, alpha-beta T cell",CT
HGNC:11784,THBD,CD141,B,characterizes,CL:1000489,reticular cell of splenic cord,Fibroblastic Reticular Cell (FRC),CT
