doi,in_asctb_5th,in_cellmarker,in_cxg,in_31_organ_PubMed_pubs,linked_organs,pub_year,article_title,authors,manually filled in_all,manually filled in_year,manually corrected_title
10.2217/bmm.15.49,0,1,0,0,,2015.0,"Clinicopathological significance of ALDH1A1 in lung, colorectal, and breast cancers: a meta-analysis.",,FALSE,FALSE,FALSE
10.2217/nnm.14.132,0,1,0,0,,2015.0,"Fe-bLf nanoformulation targets survivin to kill colon cancer stem cells and maintains absorption of iron, calcium and zinc.",,FALSE,FALSE,FALSE
10.2217/rme.09.55,0,1,0,0,,2009.0,Plasticity of stem cells derived from adult periodontal ligament.,,FALSE,FALSE,FALSE
10.2217/rme.13.23,0,1,0,0,,2013.0,Comparative analysis of mesenchymal stem cell surface marker expression for human dental mesenchymal stem cells.,,FALSE,FALSE,FALSE
10.2217/rme.14.13,0,1,0,0,,2014.0,Human embryonic stem cell derived-mesenchymal stem cells: an alternative mesenchymal stem cell source for regenerative medicine therapy.,,FALSE,FALSE,FALSE
10.2332/allergolint.08-oa-0023,0,1,0,0,,2009.0,Antigen-induced expression of CD203c on basophils predicts IgE-mediated wheat allergy.,,FALSE,FALSE,FALSE
10.2337/db16-0405,1,0,0,0,,2016.0,Single-Cell Transcriptomics of the Human Endocrine Pancreas.,,FALSE,FALSE,FALSE
10.2353/ajpath.2006.051170,0,1,0,0,,2006.0,Isolation of a novel population of multipotent adult stem cells from human hair follicles.,,FALSE,FALSE,FALSE
10.2353/ajpath.2009.090012,0,1,0,0,,2009.0,Calcification locates to transglutaminases in advanced human atherosclerotic lesions.,,FALSE,FALSE,FALSE
10.2353/ajpath.2009.090015,1,0,0,0,,2009.0,"Thymic indoleamine 2,3-dioxygenase-positive eosinophils in young children: potential role in maturation of the naive immune system.",,FALSE,FALSE,FALSE
10.2353/ajpath.2010.080747,0,1,0,0,,2010.0,Loss of Nkx3.1 expression in bacterial prostatitis: a potential link between inflammation and neoplasia.,,FALSE,FALSE,FALSE
10.2353/ajpath.2010.090876,0,1,0,0,,2010.0,"Overexpression of galectin-7, a myoepithelial cell marker, enhances spontaneous metastasis of breast cancer cells.",,FALSE,FALSE,FALSE
10.2478/s11756-009-0193-5,1,0,0,0,,2009.0,Some possibilities of representing microcirculation in human spleen,"Paulína Gálfiová, Ivan Varga, Martin Kopáni, Peter Michalka, Jana Michalková, Ján Jakubovský, Štefan Polák",TRUE,FALSE,FALSE
10.2478/v10042-010-0063-6,0,1,0,0,,2010.0,The CD271 expression could be alone for establisher phenotypic marker in Bone Marrow derived mesenchymal stem cells.,,FALSE,FALSE,FALSE
10.2484/rcr.v5i3.394,1,0,0,0,,2010.0,Pseudolesion in segment IV A of the liver from vein of Sappey secondary to SVC obstruction.,,FALSE,FALSE,FALSE
10.2500/ajra.2013.27.3917,0,1,0,0,,2013.0,Relationship of eosinophils and plasma cells to biofilm in chronic rhinosinusitis.,,FALSE,TRUE,FALSE
10.2500/ajra.2013.27.3958,0,1,0,0,,2013.0,Accumulation of effector memory CD8+ T cells in nasal polyps.,,FALSE,TRUE,FALSE
10.2741/3811,0,1,0,0,,2011.0,Colon cancer stem cells: implications in carcinogenesis.,,FALSE,FALSE,FALSE
10.2741/s140,1,0,0,0,,2011.0,Endothelins in regulating ovarian and oviductal function.,,FALSE,FALSE,FALSE
10.3109/00016489.2011.639086,0,1,0,0,,2012.0,Biological and clinical significance of p75NTR expression in laryngeal squamous epithelia and laryngocarcinoma.,,FALSE,FALSE,FALSE
10.3109/03009742.2015.1054877,0,1,0,0,,2016.0,CD81 and CD48 show different expression on blood eosinophils in systemic sclerosis: new markers for disease and pulmonary inflammation?,,FALSE,FALSE,FALSE
10.3109/07357907.2015.1034869,0,1,0,0,,2015.0,Differential Expression of Cancer Stem Cell Markers ALDH1 and CD133 in Various Lung Cancer Subtypes.,,FALSE,FALSE,FALSE
10.3109/07357907.2015.1047507,0,1,0,0,,2015.0,Cancer Stem Cell Markers Are Associated With Distant Hematogenous Liver Metastases But Not With Peritoneal Carcinomatosis in Colorectal Cancer.,,FALSE,FALSE,FALSE
10.3109/07420528.2013.775654,0,1,0,0,,2013.0,Diurnal redistribution of human lymphocytes and their temporal associations with salivary cortisol.,,FALSE,FALSE,FALSE
10.3109/10428194.2013.781167,1,0,0,0,,2013.0,Immunophenotypic profile of nucleated erythroid progenitors during maturation in regenerating bone marrow.,,FALSE,FALSE,FALSE
10.3109/10428199509051697,0,1,0,0,,1995.0,Tracing the expression of CD7 and other antigens during T- and myeloid-cell differentiation in the human fetal liver and thymus.,,FALSE,FALSE,FALSE
10.3109/10428199509054763,0,1,0,0,,1995.0,Phenotype of Hodgkin and Sternberg-Reed cells and expression of CD57 (LEU7) antigen.,,FALSE,FALSE,FALSE
10.3109/10428199909145724,0,1,0,0,,1999.0,Plasma cell generation from B-lymphocytes via CD27/CD70 interaction.,,FALSE,FALSE,FALSE
10.3109/19396368.2013.804964,0,1,0,0,,2013.0,"Expression of stem cell markers: OCT4, KIT, ITGA6, and ITGB1 in the male germinal epithelium.",,FALSE,FALSE,FALSE
10.3109/21691401.2014.928778,0,1,0,0,,2016.0,The effect of dimethyl sulfoxide on hepatic differentiation of mesenchymal stem cells.,,FALSE,FALSE,FALSE
10.3109/21691401.2016.1138495,0,1,0,0,,2017.0,Hepatogenic differentiation from human adipose-derived stem cells and application for mouse acute liver injury.,,FALSE,FALSE,FALSE
10.3171/jns.1978.49.2.0204,1,0,0,0,,1978.0,Microsurgical anatomy of the distal anterior cerebral artery.,,FALSE,FALSE,FALSE
10.3171/jns.1989.70.5.0728,0,1,0,0,,1989.0,Presence and significance of NK cells in glioblastomas.,,FALSE,FALSE,FALSE
10.3171/jns.1990.72.4.0616,0,1,0,0,,1990.0,Immunohistochemical study of natural killer cells in tumor-infiltrating lymphocytes of primary intracranial germinomas.,,FALSE,FALSE,FALSE
10.3233/bme-2010-0626,0,1,0,0,,2010.0,Chondrogenic potential of bone marrow- and adipose tissue-derived adult human mesenchymal stem cells.,,FALSE,FALSE,FALSE
10.3233/cbm-140424,0,1,0,0,,2014.0,Clinical significance of putative cancer stem cell marker CD44 in different histological subtypes of lung cancer.,,FALSE,FALSE,FALSE
10.3233/ch-151987,0,1,0,0,,2015.0,Influence of irradiation on release of endothelial microparticles (EMP) in vitro.,,FALSE,FALSE,FALSE
10.3233/ch-2012-1585,0,1,0,0,,2012.0,"Identification of CD133-, CD34- and KDR-positive cells in the bovine ovary: a new site of vascular wall resident endothelial progenitor cells.",,FALSE,FALSE,FALSE
10.3233/clo-2009-0476,0,1,0,0,,2009.0,Cutaneous human papillomavirus E7 type-specific effects on differentiation and proliferation of organotypic skin cultures.,,FALSE,FALSE,FALSE
10.3233/jhd-160195,0,1,0,0,,2016.0,Effects of Exogenous NUB1 Expression in the Striatum of HDQ175/Q7 Mice.,,FALSE,FALSE,FALSE
10.3324/haematol.2013.090977,0,1,0,0,,2014.0,Myeloma plasma cells alter the bone marrow microenvironment by stimulating the proliferation of mesenchymal stromal cells.,,FALSE,FALSE,FALSE
10.3324/haematol.2013.095257,0,1,0,0,,2014.0,The reliability of immunohistochemical analysis of the tumor microenvironment in follicular lymphoma: a validation study from the Lunenburg Lymphoma Biomarker Consortium.,,FALSE,FALSE,FALSE
10.3325/cmj.2015.56.246,0,1,0,0,,2015.0,Synthetic vs natural scaffolds for human limbal stem cells.,,FALSE,FALSE,FALSE
10.3343/alm.2016.36.1.28,0,1,0,0,,2016.0,Basophil markers for identification and activation in the indirect basophil activation test by flow cytometry for diagnosis of autoimmune urticaria.,,FALSE,FALSE,FALSE
10.3343/kjlm.2011.31.4.231,0,1,0,0,,2011.0,CD4+CD25highFoxP3+ regulatory T-cells in hematologic diseases.,,FALSE,FALSE,FALSE
10.3346/jkms.2012.27.8.857,1,0,0,0,,2012.0,Isolation and characterization of chorionic mesenchymal stromal cells from human full term placenta.,,FALSE,FALSE,FALSE
10.3346/jkms.2014.29.6.846,0,1,0,0,,2014.0,Evaluation of stem cell components in retrocorneal membranes.,Jae Chan Kim,FALSE,FALSE,FALSE
10.3349/ymj.1990.31.3.212,0,1,0,0,,1990.0,Histopathological and immunohistochemical studies of polymorphic reticulosis.,,FALSE,FALSE,FALSE
10.3389/fcell.2015.00032,0,1,0,0,,2015.0,Comparison of methods for the isolation of human breast epithelial and myoepithelial cells.,,FALSE,FALSE,FALSE
10.3389/fcvm.2020.00052,1,0,0,0,,2020.0,A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature.,,FALSE,FALSE,FALSE
10.3389/fendo.2017.00083,0,1,0,0,,2017.0,The Role of Thyrotropin Receptor Activation in Adipogenesis and Modulation of Fat Phenotype.,,FALSE,FALSE,FALSE
10.3389/fendo.2019.00369,1,0,0,0,,2019.0,&quot;Beige&quot; Cross Talk Between the Immune System and Metabolism.,,FALSE,FALSE,FALSE
10.3389/fimmu.2011.00035,1,0,0,0,,2011.0,Reproducible isolation of lymph node stromal cells reveals site-dependent differences in fibroblastic reticular cells.,,FALSE,FALSE,FALSE
10.3389/fimmu.2012.00283,1,0,0,0,,2012.0,"Podoplanin: emerging functions in development, the immune system, and cancer.",,FALSE,FALSE,FALSE
10.3389/fimmu.2012.00302,1,0,0,0,,2012.0,Advances in human B cell phenotypic profiling.,,FALSE,FALSE,FALSE
10.3389/fimmu.2012.00344,0,1,0,0,,2012.0,Mapping of NKp46(+) Cells in Healthy Human Lymphoid and Non-Lymphoid Tissues.,,FALSE,FALSE,FALSE
10.3389/fimmu.2017.01047,1,0,0,0,,2017.0,Human CD5+ Innate Lymphoid Cells Are Functionally Immature and Their Development from CD34+ Progenitor Cells Is Regulated by Id2,,FALSE,FALSE,TRUE
10.3389/fimmu.2017.01712,1,0,0,0,,2017.0,Loss of Sympathetic Nerves in Spleens from Patients with End Stage Sepsis.,,FALSE,FALSE,FALSE
10.3389/fimmu.2019.00447,1,0,0,0,,2019.0,Thymic Epithelium Abnormalities in DiGeorge and Down Syndrome Patients Contribute to Dysregulation in T Cell Development.,,FALSE,FALSE,FALSE
10.3389/fimmu.2019.01502,1,0,0,0,,2019.0,Liver-Derived TGF-β Maintains the EomeshiTbetlo Phenotype of Liver Resident Natural Killer Cells,,FALSE,FALSE,TRUE
10.3389/fimmu.2019.01642,1,0,0,0,,2019.0,The Ontogeny of Monocyte Subsets.,,FALSE,FALSE,FALSE
10.3389/fimmu.2019.02035,1,0,0,0,,2019.0,Human Monocyte Subsets and Phenotypes in Major Chronic Inflammatory Diseases.,,FALSE,FALSE,FALSE
10.3389/fimmu.2020.01234,1,0,0,0,,2020.0,Emerging Roles of Mast Cells in the Regulation of Lymphatic Immuno-Physiology.,,FALSE,FALSE,FALSE
10.3389/fnins.2014.00324,0,1,0,0,,2014.0,The contribution of CXCL12-expressing radial glia cells to neuro-vascular patterning during human cerebral cortex development.,,FALSE,FALSE,FALSE
10.3389/fnmol.2016.00072,0,1,0,0,,2016.0,Gene Expression Analysis of Neurons and Astrocytes Isolated by Laser Capture Microdissection from Frozen Human Brain Tissues.,,FALSE,FALSE,FALSE
10.3389/fonc.2013.00168,0,1,0,0,,2013.0,Cancer stem cells in pediatric sarcomas.,,FALSE,FALSE,FALSE
10.3389/fonc.2014.00323,0,1,0,0,,2014.0,"Prom1 function in development, intestinal inflammation, and intestinal tumorigenesis.",,FALSE,FALSE,FALSE
10.3389/fsurg.2016.00021,0,1,0,0,,2016.0,Cancer Stem Cell Hierarchy in Glioblastoma Multiforme.,,FALSE,FALSE,FALSE
10.3390/cells7110210,1,0,0,0,,2018.0,"Systemic Hypertension Effects on the Ciliary Body and Iris An Immunofluorescence Study with Aquaporin 1, Aquaporin 4, and Na+, K+ ATPase in Hypertensive Rats","Ibrahim González-Marrero, Luis Hernández-Abad, Emilia Carmona-Calero, Leandro Castañeyra-Ruiz, José Abreu-Reyes, Agustín Castañeyra-Perdomo",TRUE,FALSE,FALSE
10.3390/cells1041061,1,0,0,0,,2012.0,Mesenchymal stem or stromal cells from amnion and umbilical cord tissue and their potential for clinical applications.,,FALSE,FALSE,FALSE
10.3390/cells9061418,1,0,0,0,,2020.0,The Stemness of Human Ovarian Granulosa Cells and the Role of Resveratrol in the Differentiation of MSCs-A Review Based on Cellular and Molecular Knowledge.,Maurycy Jankowski,FALSE,FALSE,FALSE
10.3390/ijms160715609,0,1,0,0,,2015.0,Potential Effect of CD271 on Human Mesenchymal Stromal Cell Proliferation and Differentiation.,,FALSE,FALSE,FALSE
10.3390/ijms18061107,0,1,0,0,,2017.0,NANOG Plays a Hierarchical Role in the Transcription Network Regulating the Pluripotency and Plasticity of Adipose Tissue-Derived Stem Cells.,,FALSE,FALSE,FALSE
10.3390/ijms18061216,1,0,0,0,,2017.0,The Spleen: A Hub Connecting Nervous and Immune Systems in Cardiovascular and Metabolic Diseases.,,FALSE,FALSE,FALSE
10.3390/ijms18112391,0,1,0,0,,2017.0,Human Mesenchymal Stem Cells Growth and Osteogenic Differentiation on Piezoelectric Poly(vinylidene fluoride) Microsphere Substrates.,"C. Ribeiro, Clarisse Ribeiro, L. Cordon, R. Sobreiro-Almeida",FALSE,FALSE,FALSE
10.3390/ijms21124565,1,0,0,0,,2020.0,Newly Identified Regulators of Ovarian Folliculogenesis and Ovulation.,,FALSE,FALSE,FALSE
10.3390/jcm4081600,0,1,0,0,,2015.0,Identification of Recurrence-Related microRNAs from Bone Marrow in Hepatocellular Carcinoma Patients.,,FALSE,FALSE,FALSE
10.3390/molecules19045448,0,1,0,0,,2014.0,Two ellagic acids isolated from roots of Sanguisorba officinalis L. promote hematopoietic progenitor cell proliferation and megakaryocyte differentiation.,,FALSE,FALSE,FALSE
10.3390/pathogens6030040,0,1,0,0,,2017.0,HPV16 E6 and E7 Upregulate Interferon-Induced Antiviral Response Genes ISG15 and IFIT1 in Human Trophoblast Cells.,,FALSE,FALSE,FALSE
10.3400/avd.avdoa07004,1,0,0,0,,2008.0,Significance of the soleal vein and its drainage veins in cases of massive pulmonary thromboembolism.,,FALSE,FALSE,FALSE
10.3402/jev.v3.20795,0,1,0,0,,2014.0,A flow cytometric method for characterization of circulating cell-derived microparticles in plasma.,,FALSE,FALSE,FALSE
10.3727/000000003108747118,0,1,0,0,,2003.0,Activated porcine embryonic brain endothelial cells induce a proliferative human T-lymphocyte response.,,FALSE,FALSE,FALSE
10.3727/096368908787236666,0,1,0,0,,2008.0,Proliferation of hepatocyte progenitor cells isolated from adult human livers in serum-free medium.,,FALSE,FALSE,FALSE
10.3727/096368912x657305,0,1,0,0,,2013.0,Human adult periodontal ligament-derived cells integrate and differentiate after implantation into the adult mammalian brain.,,FALSE,FALSE,FALSE
10.3727/096368912x657387,0,1,0,0,,2013.0,Autocrine TGF-β induces epithelial to mesenchymal transition in human amniotic epithelial cells,,FALSE,FALSE,TRUE
10.3727/096368912x658854,0,1,0,0,,2013.0,BMP2 is superior to BMP4 for promoting human muscle-derived stem cell-mediated bone regeneration in a critical-sized calvarial defect model.,,FALSE,FALSE,FALSE
10.3727/096368916x691448,0,1,0,0,,2016.0,Transplantation of Human Urine-Derived Stem Cells Transfected with Pigment Epithelium-Derived Factor to Protect Erectile Function in a Rat Model of Cavernous Nerve Injury.,,FALSE,FALSE,FALSE
10.3727/105221618x15216453076707,0,1,0,0,,2018.0,α7-nAChR Knockout Mice Decreases Biliary Hyperplasia and Liver Fibrosis in Cholestatic Bile Duct-Ligated Mice,,FALSE,FALSE,TRUE
10.3748/wjg.14.1182,0,1,0,0,,2008.0,Prokineticin 2/Bv8 is expressed in Kupffer cells in liver and is down regulated in human hepatocellular carcinoma.,,FALSE,FALSE,FALSE
10.3748/wjg.14.3903,0,1,0,0,,2008.0,Isolation and biological analysis of tumor stem cells from pancreatic adenocarcinoma.,,FALSE,FALSE,FALSE
10.3748/wjg.15.4896,0,1,0,0,,2009.0,Characterization of CD133+ parenchymal cells in the liver: histology and culture.,,FALSE,FALSE,FALSE
10.3748/wjg.v10.i10.1452,0,1,0,0,,2004.0,In vitro cultivation of human fetal pancreatic ductal stem cells and their differentiation into insulin-producing cells.,,FALSE,FALSE,FALSE
10.3748/wjg.v11.i24.3691,0,1,0,0,,2005.0,Diminution of toxic copper accumulation in toxic milk mice modeling Wilson disease by embryonic hepatocyte intrasplenic transplantation.,,FALSE,FALSE,FALSE
10.3748/wjg.v12.i22.3523,1,0,0,0,,2006.0,Heterogeneity of the intrahepatic biliary epithelium.,,FALSE,FALSE,FALSE
10.3748/wjg.v12.i34.5429,1,0,0,0,,2006.0,Human hepatic sinusoidal endothelial cells can be distinguished by expression of phenotypic markers related to their specialised functions in vivo.,,FALSE,FALSE,FALSE
10.3748/wjg.v17.i24.2965,0,1,0,0,,2011.0,CD133(+) gallbladder carcinoma cells exhibit self-renewal ability and tumorigenicity.,,FALSE,FALSE,FALSE
10.3748/wjg.v19.i43.7680,0,1,0,0,,2013.0,8-bromo-7-methoxychrysin inhibits properties of liver cancer stem cells via downregulation of β-catenin,,FALSE,FALSE,TRUE
10.3748/wjg.v20.i8.1898,0,1,0,0,,2014.0,Intestinal stem cells and the colorectal cancer microenvironment.,,FALSE,FALSE,FALSE
10.3748/wjg.v20.i8.2098,0,1,0,0,,2014.0,Cancer stem cell markers correlate with early recurrence and survival in hepatocellular carcinoma.,,FALSE,FALSE,FALSE
10.3760/cma.j.issn.1007-3418.2010.10.010,0,1,0,0,,2010.0,[The phenotypic characteristics of human fetal liver progenitors and clonal culture in vitro].,,FALSE,FALSE,FALSE
10.3760/cma.j.issn.1007-3418.2011.09.013,0,1,0,0,,2011.0,[The effect of 5-fluorouracil on enriching cancer stem cells of hepatoma cell line BEL-7402].,,FALSE,FALSE,FALSE
10.3779/j.issn.1009-3419.2015.03.01,0,1,0,0,,2015.0,[Isolation and identification of CD133 positive and negative cells from human lung cancer and screening of the differential genes between the positive and negative cells].,,FALSE,FALSE,FALSE
10.3791/50951,1,1,0,0,,2013.0,Isolation of myeloid dendritic cells and epithelial cells from human thymus.,,FALSE,FALSE,FALSE
10.3791/51021,0,1,0,0,,2014.0,Isolation and culture of endothelial cells from the embryonic forebrain.,,FALSE,FALSE,FALSE
10.3791/51195,0,1,0,0,,2014.0,Isolation of blood-vessel-derived multipotent precursors from human skeletal muscle.,,FALSE,FALSE,FALSE
10.3791/55818,0,1,0,0,,2017.0,Expansion and Adipogenesis Induction of Adipocyte Progenitors from Perivascular Adipose Tissue Isolated by Magnetic Activated Cell Sorting.,,FALSE,FALSE,FALSE
10.3791/57212,0,1,0,0,,2018.0,Identification of Skeletal Muscle Satellite Cells by Immunofluorescence with Pax7 and Laminin Antibodies.,,FALSE,FALSE,FALSE
10.3802/jgo.2010.21.1.38,0,1,0,0,,2010.0,Proliferation of CD4CD25Foxp3 regulatory T lymphocytes in ex vivo expanded ascitic fluid from primary and recurrent ovarian carcinoma.,,FALSE,FALSE,FALSE
10.3816/clm.2009.n.052,0,1,0,0,,2009.0,Primary central nervous system mucosa-associated lymphoid tissue lymphoma: case report and literature review.,,FALSE,FALSE,FALSE
10.3892/etm.2016.3057,0,1,0,0,,2016.0,"Chitosan promotes immune responses, ameliorates glutamic oxaloacetic transaminase and glutamic pyruvic transaminase, but enhances lactate dehydrogenase levels in normal mice <i>in vivo</i>.",,FALSE,FALSE,FALSE
10.3892/etm.2017.4663,0,1,0,0,,2017.0,Glutathione S-transferase A1 mediates nicotine-induced lung cancer cell metastasis by promoting epithelial-mesenchymal transition.,,FALSE,FALSE,FALSE
10.3892/etm.2018.5982,0,1,0,0,,2018.0,Rho/Rho-associated protein kinase signaling pathway-mediated downregulation of runt-related transcription factor 2 expression promotes the differentiation of dental pulp stem cells into odontoblasts.,,FALSE,FALSE,FALSE
10.3892/ijmm.2012.1007,0,1,0,0,,2012.0,Gibberellic acid induces &Icirc;&plusmn;-amylase expression in adipose-derived stem cells.,,FALSE,FALSE,FALSE
10.3892/ijmm.2012.904,0,1,0,0,,2012.0,Molecular profile of organ culture-stored corneal epithelium: LGR5 is a potential new phenotypic marker of residual human corneal limbal epithelial stem cells.,,FALSE,FALSE,FALSE
10.3892/ijmm.2013.1342,0,1,0,0,,2013.0,Response of CD44+/CD24-/low breast cancer stem/progenitor cells to tamoxifen‑ and doxorubicin‑induced autophagy,,FALSE,FALSE,TRUE
10.3892/ijmm.2014.1709,1,0,0,0,,2014.0,Neuro-immune modulation of the thymus microenvironment (review).,,FALSE,FALSE,FALSE
10.3892/ijmm.2014.1986,0,1,0,0,,2015.0,"The efficiency of the in vitro osteo/dentinogenic differentiation of human dental pulp cells, periodontal ligament cells and gingival fibroblasts.",,FALSE,FALSE,FALSE
